id,group_id,user_id,amount,last_updated,balance_with_user_id
1,31,a361e744-2cb5-4a27-ab60-d9a5d9ad4853,1519.69,2024-11-01 18:24:08.075+00,30315d72-4425-4ee6-8e6e-9f4de7355aeb
2,31,30315d72-4425-4ee6-8e6e-9f4de7355aeb,-1519.69,2024-11-01 18:24:08.461+00,a361e744-2cb5-4a27-ab60-d9a5d9ad4853
3,31,a361e744-2cb5-4a27-ab60-d9a5d9ad4853,345.31,2024-11-01 18:24:08.274+00,09063b3a-3cc3-4826-9870-ec34b043e507
4,31,30315d72-4425-4ee6-8e6e-9f4de7355aeb,39.69,2024-11-01 18:24:08.645+00,09063b3a-3cc3-4826-9870-ec34b043e507
5,31,09063b3a-3cc3-4826-9870-ec34b043e507,-345.31,2024-11-01 18:24:08.836+00,a361e744-2cb5-4a27-ab60-d9a5d9ad4853
6,31,09063b3a-3cc3-4826-9870-ec34b043e507,-39.69,2024-11-01 18:24:09.016+00,30315d72-4425-4ee6-8e6e-9f4de7355aeb
